street_num,street_name,zip,emissions,property_type,system_size,cost,cost_reduced,break_even,energy_production,savings,emissions_reduction,trees
1577,EAST 17 STREET,11230,365702.8,Multifamily Housing,66.31,397860,93328,7,76268,16016,52511,140
1270,EAST 18 STREET,11230,852703.94,Multifamily Housing,60.79,364740,82150,6,71406,14995,49164,131
1333,EAST 18 STREET,11230,678230.1,Multifamily Housing,44.86,269160,54101,6,52694,11066,36280,97
1349,EAST 18 STREET,11230,1091067.73,Multifamily Housing,63.81,382860,88265,6,74173,15576,51068,136
1560,EAST 18 STREET,11230,562421.28,Multifamily Housing,32.12,208780,44157,6,37336,7841,25706,69
855,EAST 19 STREET,11230,945937.43,Multifamily Housing,53.04,318240,66456,6,62952,13220,43343,116
1233,EAST 19 STREET,11230,463830.55,Multifamily Housing,32.12,208780,44157,6,37336,7841,25706,69
1255,EAST 19 STREET,11230,1203701.9,Multifamily Housing,101.71,584833,156431,7,120717,25351,83114,222
1270,EAST 19 STREET,11230,660923.82,Multifamily Housing,72.85,437100,106571,7,85573,17970,58917,157
1289,EAST 19 STREET,11230,506490,Multifamily Housing,46.93,281580,56598,6,55700,11697,38350,102
1290,EAST 19 STREET,11230,500140.69,Multifamily Housing,38.23,248495,52557,6,45374,9529,31240,83
1530,EAST 19 STREET,11230,735836.89,Multifamily Housing,51.49,308940,63317,6,61112,12834,42076,112
1555,EAST 19 STREET,11230,217309.65,Multifamily Housing,56.66,339960,73787,6,67248,14122,46301,124
1558,EAST 19 STREET,11230,627920.61,Multifamily Housing,48.83,292980,58889,6,57358,12045,39491,105
1620,EAST 2 STREET,11230,599635.31,Multifamily Housing,38.32,249080,52680,6,44543,9354,30668,82
1350,EAST 5 STREET,11230,867430.82,Multifamily Housing,52.7,316200,65768,6,61259,12864,42177,113
855,EAST 7 STREET,11230,1141134.71,Multifamily Housing,110.39,634743,173276,7,132370,27798,91137,243
1665,EAST 7 STREET,11230,566301.41,Multifamily Housing,32.38,210470,44514,6,37639,7904,25914,69
840,EAST 8 STREET,11230,2197766.24,Multifamily Housing,126.07,724903,203705,7,146544,30774,100896,269
1530,EAST 8 STREET,11230,924618.73,Multifamily Housing,67.6,405600,95940,7,79406,16675,54671,146
814,EAST 9 STREET,11230,846927.83,Multifamily Housing,54.77,328620,69959,6,63665,13370,43834,117
825,EAST 9 STREET,11230,648644.07,Multifamily Housing,47.79,286740,57635,6,56136,11789,38650,103
1705,ELM AVENUE,11230,1019858.42,Multifamily Housing,70.7,424200,102218,7,83912,17622,57774,154
414,ELMWOOD AVENUE,11230,263187.85,Multifamily Housing,35.13,228345,48295,6,40835,8575,28115,75
505,ELMWOOD AVENUE,11230,672983.1,Multifamily Housing,44.43,266580,53583,6,51102,10731,35184,94
635,FOSTER AVENUE,11230,805502.97,Senior Care Facility,33.5,217750,46054,6,39350,8264,27093,72
1002,FOSTER AVENUE,11230,1287080.73,Multifamily Housing,62.17,373020,84944,6,74549,15655,51327,137
1119,FOSTER AVENUE,11230,683984.17,Multifamily Housing,40.14,240840,48409,6,46168,9695,31787,85
1815,FOSTER AVENUE,11230,676135.71,Multifamily Housing,45.21,271260,54523,6,54212,11384,37325,100
1102,GLENWOOD ROAD,11230,799263.88,Multifamily Housing,18.86,132020,29110,7,21461,4507,14776,39
134,LAWRENCE AVENUE,11230,680236.31,Multifamily Housing,61.48,368880,83547,6,73721,15481,50758,135
1080,MC DONALD AVENUE,11230,10156145.25,Supermarket/Grocery,403.95,2221725,708882,15,484381,60000,333499,890
1212,NEWKIRK AVENUE,11230,1081874.46,Multifamily Housing,55.97,335820,72389,6,65060,13663,44794,120
1111,OCEAN AVENUE,11230,1596234.96,Multifamily Housing,89.3,513475,132348,7,104895,22028,72221,193
1122,OCEAN AVENUE,11230,844789.34,Multifamily Housing,65.01,390060,90695,7,75568,15869,52029,139
1150,OCEAN AVENUE,11230,1280180.26,Multifamily Housing,49.69,298140,59926,6,57760,12130,39768,106
1155,OCEAN AVENUE,11230,220881.14,Multifamily Housing,37.29,242385,51264,7,42434,8911,29216,78
1169,OCEAN AVENUE,11230,751379.48,Multifamily Housing,15.93,111510,24588,7,18322,3848,12615,34
1170,OCEAN AVENUE,11230,649018.85,Multifamily Housing,36.17,235105,49725,7,41602,8736,28643,76
1220,OCEAN AVENUE,11230,516631.26,Multifamily Housing,38.15,247975,52447,6,44813,9411,30854,82
1232,OCEAN AVENUE,11230,933679.73,Multifamily Housing,69.06,414360,98897,7,81966,17213,56434,151
1245,OCEAN AVENUE,11230,416056.38,Multifamily Housing,25.66,166790,35276,7,29199,6132,20104,54
1280,OCEAN AVENUE,11230,1046049.34,Multifamily Housing,52.27,313620,64897,6,62678,13162,43154,115
1290,OCEAN AVENUE,11230,714231.59,Multifamily Housing,41.76,250560,50363,6,49564,10408,34125,91
1299,OCEAN AVENUE,11230,676444.36,Multifamily Housing,35.39,230035,48652,6,41571,8730,28622,76
1355,OCEAN AVENUE,11230,624172.76,Multifamily Housing,41.85,251100,50471,6,49159,10323,33846,90
1363,OCEAN AVENUE,11230,1461841.17,Multifamily Housing,62.86,377160,86342,6,73069,15344,50308,134
1400,OCEAN AVENUE,11230,631425.96,Multifamily Housing,36.35,236275,49972,7,41809,8780,28785,77
1401,OCEAN AVENUE,11230,2212515.17,Multifamily Housing,20.49,133185,28169,7,23316,4896,16053,43
1412,OCEAN AVENUE,11230,564758.18,Multifamily Housing,43.57,261420,52545,6,51179,10748,35237,94
1438,OCEAN AVENUE,11230,468923.23,Multifamily Housing,37.54,244010,51608,7,42718,8971,29412,78
1439,OCEAN AVENUE,11230,832752.1,Multifamily Housing,71.87,431220,104587,7,82663,17359,56914,152
1480,OCEAN AVENUE,11230,98965.51,Multifamily Housing,36.25,235625,49835,6,43024,9035,29622,79
1520,OCEAN AVENUE,11230,629243.39,Multifamily Housing,27.13,176345,37297,6,31868,6692,21941,59
1521,OCEAN AVENUE,11230,789409.22,Multifamily Housing,32.12,208780,44157,6,37336,7841,25706,69
1554,OCEAN AVENUE,11230,883722.98,Multifamily Housing,67.94,407640,96629,7,75649,15886,52084,139
1562,OCEAN AVENUE,11230,854864.47,Multifamily Housing,42.54,255240,51303,6,50490,10603,34762,93
1641,OCEAN AVENUE,11230,1281326.67,Multifamily Housing,59.93,359580,80408,6,71863,15091,49478,132
1650,OCEAN AVENUE,11230,753385.69,Multifamily Housing,43.49,260940,52449,6,51617,10840,35539,95
1685,OCEAN AVENUE,11230,883017.5,Multifamily Housing,69.75,418500,100294,7,81078,17026,55822,149
1801,OCEAN AVENUE,11230,717384.2,Multifamily Housing,66.39,398340,93490,6,79609,16718,54811,146
1818,OCEAN AVENUE,11230,777614.49,Multifamily Housing,66.65,399900,94016,7,77474,16270,53341,142
1833,OCEAN AVENUE,11230,1375001.08,Multifamily Housing,56.58,339480,73625,6,65769,13811,45282,121
1854,OCEAN AVENUE,11230,507746.64,Multifamily Housing,33.33,216645,45820,6,38743,8136,26675,71
1865,OCEAN AVENUE,11230,892254.87,Multifamily Housing,68.54,411240,97844,7,81348,17083,56009,149
1866,OCEAN AVENUE,11230,599458.94,Multifamily Housing,31,201500,42617,7,35276,7408,24288,65
1877,OCEAN AVENUE,11230,766811.84,Multifamily Housing,31.26,203190,42975,7,35572,7470,24491,65
1928,OCEAN AVENUE,11230,636232.04,Multifamily Housing,39.53,256945,54344,6,46434,9751,31970,85
1947,OCEAN AVENUE,11230,1308443.52,Multifamily Housing,48.05,288300,57948,6,55854,11729,38455,103
2011,OCEAN AVENUE,11230,506578.19,Multifamily Housing,47.62,285720,57430,6,56519,11869,38914,104
2026,OCEAN AVENUE,11230,601531.28,Multifamily Housing,43.06,258360,51930,6,50580,10622,34825,93
2055,OCEAN AVENUE,11230,441674.1,Multifamily Housing,37.89,246285,52089,6,44044,9249,30324,81
2060,OCEAN AVENUE,11230,821905.36,Multifamily Housing,56.75,340500,73969,6,65966,13853,45418,121
2065,OCEAN AVENUE,11230,436030.26,Multifamily Housing,29.97,194805,41201,7,34471,7239,23733,63
629,OCEAN PARKWAY,11230,684976.25,Multifamily Housing,40.39,242340,48710,6,47444,9963,32665,87
645,OCEAN PARKWAY,11230,463962.83,Multifamily Housing,34.79,226135,47828,6,41717,8761,28722,77
665,OCEAN PARKWAY,11230,558585.23,Multifamily Housing,47.19,283140,56911,6,56009,11762,38562,103
679,OCEAN PARKWAY,11230,689958.7,Multifamily Housing,44.09,264540,53173,6,51790,10876,35658,95
680,OCEAN PARKWAY,11230,838021.15,Multifamily Housing,26.17,170105,35977,7,29780,6254,20503,55
715,OCEAN PARKWAY,11230,856672.26,Multifamily Housing,64.5,387000,89663,6,76554,16076,52707,141
716,OCEAN PARKWAY,11230,901536.33,Multifamily Housing,39.44,256360,54220,6,45845,9627,31565,84
763,OCEAN PARKWAY,11230,1508490.98,Multifamily Housing,110.31,634283,173121,7,130924,27494,90142,241
785,OCEAN PARKWAY,11230,603868.18,Multifamily Housing,37.2,241800,51141,6,43241,9081,29772,79
800,OCEAN PARKWAY,11230,1101870.39,Multifamily Housing,73.71,442260,108313,7,86583,18182,59613,159
820,OCEAN PARKWAY,11230,1649366.37,Multifamily Housing,110.48,635260,173450,7,129774,27253,89350,238
825,OCEAN PARKWAY,11230,1269267.38,Multifamily Housing,80.69,463968,115639,7,94782,19904,65258,174
870,OCEAN PARKWAY,11230,1567023.71,Multifamily Housing,42.11,252660,50785,6,49464,10387,34056,91
902,OCEAN PARKWAY,11230,650672.32,Multifamily Housing,36.51,237315,50192,6,42439,8912,29220,78
996,OCEAN PARKWAY,11230,165192.37,Office,103.42,594665,159749,7,121481,25511,83640,223
1075,OCEAN PARKWAY,11230,565375.47,Multifamily Housing,27.38,177970,37641,7,31492,6613,21682,58
1119,OCEAN PARKWAY,11230,1062319.46,Multifamily Housing,66.65,399900,94016,7,76659,16098,52780,141
1170,OCEAN PARKWAY,11230,3129285.44,Multifamily Housing,54.25,325500,68906,6,62397,13103,42960,115
1176,OCEAN PARKWAY,11230,1248610.07,Multifamily Housing,75.69,454140,112322,7,87982,18476,60576,162
1185,OCEAN PARKWAY,11230,1079846.21,Multifamily Housing,53.56,321360,67509,6,61603,12937,42414,113
1201,OCEAN PARKWAY,11230,586650.08,Multifamily Housing,45.73,274380,55150,6,53716,11280,36984,99
1235,OCEAN PARKWAY,11230,1244685.84,Multifamily Housing,98.17,564478,149561,7,115314,24216,79395,212
1250,OCEAN PARKWAY,11230,1007666.86,Multifamily Housing,74.31,445860,109528,7,86378,18139,59472,159
1314,OCEAN PARKWAY,11230,720007.7,Multifamily Housing,35.91,233415,49367,6,42621,8950,29345,78
1360,OCEAN PARKWAY,11230,2180151.31,Multifamily Housing,55.71,334260,71863,6,66121,13885,45525,121
1420,OCEAN PARKWAY,11230,747763.9,Multifamily Housing,49.17,295020,59299,6,57757,12129,39766,106
1440,OCEAN PARKWAY,11230,534378.48,Multifamily Housing,36.08,234520,49601,6,42381,8900,29180,78
1500,OCEAN PARKWAY,11230,856275.43,Multifamily Housing,70.61,423660,102035,7,80349,16873,55321,148
1510,OCEAN PARKWAY,11230,843598.85,Multifamily Housing,64.15,384900,88954,6,74568,15659,51341,137
1560,OCEAN PARKWAY,11230,674261.78,Multifamily Housing,47.28,283680,57020,6,55537,11663,38237,102
1600,OCEAN PARKWAY,11230,1078567.52,Multifamily Housing,49.51,297060,59709,6,57551,12086,39624,106
250,PARKVILLE AVENUE,11230,641324.72,Multifamily Housing,45.12,270720,54415,6,53552,11246,36871,98
22,WEBSTER AVENUE,11230,684998.29,Multifamily Housing,33.58,218270,46164,6,39444,8283,27158,72
275,WEBSTER AVENUE,11230,809272.87,Multifamily Housing,57.87,347220,76237,6,67976,14275,46802,125
345,WEBSTER AVENUE,11230,1789756.74,Multifamily Housing,91.62,526815,136850,7,106499,22365,73325,196
570,WESTMINSTER ROAD,11230,1995999.18,Multifamily Housing,166.54,957605,282242,8,197662,41509,136091,363
615,WESTMINSTER ROAD,11230,639296.47,Multifamily Housing,30.74,199810,42260,6,35732,7504,24602,66
344,CARROLL STREET,11231,832112.76,Multifamily Housing,69.23,415380,99241,6,83015,17433,57156,153
505,COURT STREET,11231,1809598.34,Multifamily Housing,71.73,430380,104303,7,83379,17510,57407,153
5,DELEVAN STREET,11231,160915.41,Multifamily Housing,164.3,944725,277895,8,197014,41373,135645,362
653,HICKS STREET,11231,474500.93,Multifamily Housing,34.19,222235,47003,6,39743,8346,27363,73
100,IMLAY STREET,11231,8855329.72,Warehouse (Unrefrigerated),155.6,894700,261011,8,178966,37583,123219,329
183,LORRAINE STREET,11231,762534.87,Self-Storage,315.51,1735305,544715,12,366750,60000,252509,674
61,OTSEGO STREET,11231,143476.84,Warehouse (Unrefrigerated),217.09,1193995,362023,8,255003,53551,175571,468
402,PRESIDENT STREET,11231,112149.15,Multifamily Housing,82.41,473858,118977,7,93777,19693,64566,172
80,RICHARDS STREET,11231,1041066.89,Warehouse (Unrefrigerated),105.83,608523,164427,7,119132,25018,82023,219
628,SMITH STREET,11231,427013.36,Other,28.76,186940,39538,6,35190,7390,24229,65
29,TIFFANY PLACE,11231,955770.04,Multifamily Housing,23.09,150085,31743,7,25992,5458,17896,48
63,TIFFANY PLACE,11231,930923.95,Multifamily Housing,15.41,107870,23785,7,17536,3682,12073,32
472,VAN BRUNT STREET,11231,124406.85,Multifamily Housing,105.66,607545,164096,7,125405,26335,86342,230
480,VAN BRUNT STREET,11231,2792308.87,Multifamily Housing,112.98,649635,178302,7,136858,28740,94227,251
3915,1 AVENUE,11232,1511621.55,Other,525.11,2888105,954462,8,610390,120000,420257,1121
4000,1 AVENUE,11232,906981.75,Warehouse (Unrefrigerated),296.22,1629210,508908,9,347952,60000,239567,639
4473,1 AVENUE,11232,243941.49,Other,442.01,2431055,779531,17,524611,60000,361197,964
62,18 STREET,11232,568638.31,Other,334.37,1839035,579724,13,392764,60000,270420,722
581,2 AVENUE,11232,6227816.39,Other,874.76,4811180,1728500,18,1016825,120000,700089,1868
607,2 AVENUE,11232,5900914.95,Other,556.45,3060475,1023841,9,646820,120000,445339,1188
639,2 AVENUE,11232,2415516.82,Office,579.82,3189010,1075577,9,673985,120000,464042,1238
3913,2 AVENUE,11232,137833.01,Warehouse (Unrefrigerated),162.84,936330,275061,8,193271,40587,133068,355
5112,2 AVENUE,11232,1152841.26,Warehouse (Unrefrigerated),294.16,1617880,505085,9,352731,60000,242857,648
290,24 STREET,11232,709491.65,Storage/Shipping/Non-Refrigerated Warehouse,119.69,688218,191324,7,137664,28909,94782,253
95,29 STREET,11232,1340454.65,Other,839.5,4617250,1650443,25+,1006654,60000,693087,1849
882,3 AVENUE,11232,4870320.01,Other,388.36,2135980,679943,8,441928,92805,304269,812
892,3 AVENUE,11232,6017274.93,Other,641.87,3530285,1212940,25,746112,60000,513702,1371
367,38 STREET,11232,156638.44,Self-Storage,79.45,476700,119936,7,95269,20007,65593,175
341,39 STREET,11232,2820285.53,Other,50.2,301200,60705,6,57124,11996,39330,105
725,4 AVENUE,11232,1768173.48,Multifamily Housing,52.27,313620,64897,6,58840,12356,40512,108
637,41 STREET,11232,412021.92,Multifamily Housing,55.37,332220,71174,6,63007,13232,43381,116
201,42 STREET,11232,311336.81,Warehouse (Unrefrigerated),215.71,1186405,359462,7,256021,53764,176272,470
148,43 STREET,11232,814784.43,Warehouse (Unrefrigerated),577.29,3175095,1069976,22,685172,60000,471744,1259
845,43 STREET,11232,770625.84,Multifamily Housing,31.34,203710,43085,6,36813,7731,25346,68
4114,9 AVENUE,11232,875345.41,Multifamily Housing,38.84,252460,53395,6,45623,9581,31412,84
550,HAMILTON AVENUE,11232,2331256.14,Retail,710.42,3907310,1364692,14,860566,120000,592504,1581
1892,ATLANTIC AVENUE,11233,200157.69,Other,169.81,976408,288588,8,197388,41451,135903,363
88,CHAUNCEY STREET,11233,4475846.89,Multifamily Housing,256.87,1412785,435865,8,301730,63363,207742,554
1775,DEAN STREET,11233,424566.22,Service (Vehicle Repair Service Postal Service),349.44,1921920,607698,13,410466,60000,282608,754
930,HALSEY STREET,11233,2156253.2,Multifamily Housing,20.15,130975,27701,7,23176,4867,15957,43
1495,HERKIMER STREET,11233,605345.28,K-12 School,327.14,1799270,566304,12,388275,60000,267329,713
23,MOTHER GASTON BLVD,11233,2019478.41,Multifamily Housing,43.06,258360,51930,6,50053,10511,34462,92
1880,PACIFIC STREET,11233,5723663.29,Multifamily Housing,377.68,2077240,660119,8,443638,93164,305447,815
1776,PARK PLACE,11233,6202.34,Multifamily Housing,31.17,202605,42851,7,35851,7529,24683,66
1750,PROSPECT PLACE,11233,6202.34,Multifamily Housing,36.25,235625,49835,6,42581,8942,29317,78
1785,PROSPECT PLACE,11233,6202.34,Multifamily Housing,37.2,241800,51141,6,43697,9176,30085,80
599,RALPH AVENUE,11233,760749.13,Lodging,32.44,210860,44597,6,38105,8002,26236,70
284,ROCKAWAY AVENUE,11233,7830433.74,Multifamily Housing,268.06,1474330,456636,8,311594,65435,214534,572
1704,ST JOHN'S PLACE,11233,749924.43,Multifamily Housing,35.91,233415,49367,7,39984,8397,27529,73
1633,STERLING PLACE,11233,713482.02,Multifamily Housing,47.02,282120,56706,6,55232,11599,38027,101
378,SUMPTER STREET,11233,2019478.41,Multifamily Housing,31.73,206245,43621,6,36883,7745,25394,68
214,THOMAS S BOYLAND ST,11233,8084637.75,Multifamily Housing,360.98,1985390,629119,8,419605,88117,288900,771
1920,UNION STREET,11233,134107.19,Multifamily Housing,43.49,260940,52449,6,52149,10951,35905,96
1933,UNION STREET,11233,191427.38,Multifamily Housing,61.14,366840,82859,6,73314,15396,50477,135
53,UTICA AVENUE,11233,568241.48,Multifamily Housing,213.01,1171555,354450,7,255423,53639,175860,469
5120,AVENUE U,11234,1571366.82,Retail,4361.19,21805950,8568895,25+,5229555,60000,3600574,9607
5702,AVENUE U,11234,1183750.07,Retail,524.42,2884310,952935,20,635255,60000,437376,1167
6910,AVENUE U,11234,1426765.62,Multifamily Housing,105.14,604555,163087,7,122215,25665,84146,225
2020,EAST 41 STREET,11234,686299.02,Multifamily Housing,38.92,252980,53505,6,45717,9601,31476,84
3319,KINGS HIGHWAY,11234,497406.96,Multifamily Housing,53.87,323220,68137,6,63278,13288,43567,116
3405,KINGS HIGHWAY,11234,125398.93,Multifamily Housing,27.64,179660,37998,7,31452,6605,21655,58
3502,KINGS HIGHWAY,11234,897964.84,Multifamily Housing,44.35,266100,53486,6,52638,11054,36241,97
3601,KINGS HIGHWAY,11234,613039.41,Multifamily Housing,40.21,241260,48493,6,47232,9919,32520,87
3626,KINGS HIGHWAY,11234,842033.56,Multifamily Housing,68.32,409920,97398,7,79415,16677,54678,146
3715,KINGS HIGHWAY,11234,869635.44,Multifamily Housing,53.91,323460,68218,6,63984,13437,44054,118
3857,KINGS HIGHWAY,11234,1306415.27,Multifamily Housing,47.45,284700,57225,6,55737,11705,38375,102
3900,KINGS HIGHWAY,11234,1050083.8,Multifamily Housing,62,372000,84600,6,72828,15294,50142,134
4011,KINGS HIGHWAY,11234,941131.35,Multifamily Housing,88.92,511290,131610,7,105537,22163,72663,194
2183,RALPH AVENUE,11234,99318.25,Retail (Misc),827.87,4553285,1624697,17,962320,120000,662562,1768
5905,STRICKLAND AVENUE,11234,1395019.06,Multifamily Housing,249.24,1370820,421702,8,292767,60000,201572,538
5923,STRICKLAND AVENUE,11234,501705.97,Medical Office,83.27,478803,120646,7,92718,19471,63837,170
2239,TROY AVENUE,11234,904005.51,Multifamily Housing,72.76,436560,106389,7,87247,18322,60070,160
1230,AVENUE X,11235,1129053.38,Multifamily Housing,102.42,588915,157809,7,116547,24475,80243,214
2711,AVENUE X,11235,789850.15,Multifamily Housing,79.57,477420,120179,7,92493,19423,63682,170
1230,AVENUE Y,11235,1483556.7,Multifamily Housing,128.39,738243,208207,8,147670,31011,101672,271
1702,AVENUE Y,11235,2620061.71,Supermarket/Grocery,370.71,2038905,647180,14,439987,60000,302933,808
3020,AVENUE Y,11235,3643513.67,Multifamily Housing,258.85,1423675,439540,8,310390,65182,213705,570
1213,AVENUE Z,11235,1421386.34,Multifamily Housing,203.31,1118205,336444,7,241304,50674,166139,443
1237,AVENUE Z,11235,1052685.25,Multifamily Housing,96.53,555048,146379,7,114569,24060,78881,210
3021,AVENUE Z,11235,843841.35,Multifamily Housing,49.17,295020,59299,6,58359,12255,40180,107
611,BANNER AVENUE,11235,999421.57,Multifamily Housing,76.37,458220,113699,7,88773,18642,61121,163
2520,BATCHELDER STREET,11235,4826514.16,Multifamily Housing,333.25,1832875,577645,8,395526,83061,272322,727
2555,BATCHELDER STREET,11235,853563.74,Multifamily Housing,75.78,454680,112505,7,89941,18888,61925,165
4750,BEDFORD AVENUE,11235,1467352.72,Multifamily Housing,52.87,317220,66112,6,61456,12906,42313,113
3111,BRIGHTON 1 PLACE,11235,770471.51,Multifamily Housing,54.34,326040,69089,6,61835,12985,42574,114
201,BRIGHTON 1 ROAD,11235,1463693.05,Multifamily Housing,63.21,379260,87050,7,71929,15105,49523,132
40,BRIGHTON 1 STREET,11235,5678159.88,Multifamily Housing,132.96,764520,217076,7,156180,32798,107531,287
79,BRIGHTON 11 STREET,11235,3085611.87,Multifamily Housing,35.48,230620,48776,6,41242,8661,28395,76
125,BRIGHTON 11 STREET,11235,991837.67,Multifamily Housing,88.95,511463,131669,7,103396,21713,71189,190
2906,BRIGHTON 12 STREET,11235,1332760.51,Multifamily Housing,93.09,535268,139703,7,109347,22963,75286,201
3030,BRIGHTON 12 STREET,11235,1587857.4,Multifamily Housing,78.53,471180,118073,7,92244,19371,63511,169
3085,BRIGHTON 13 STREET,11235,569939.04,Multifamily Housing,34.53,224445,47470,6,40138,8429,27635,74
3131,BRIGHTON 13 STREET,11235,4184065.09,Multifamily Housing,108.59,624393,169783,7,127554,26786,87822,234
3033,BRIGHTON 14 STREET,11235,444694.43,Multifamily Housing,44.86,269160,54101,6,53243,11181,36658,98
150,BRIGHTON 15 STREET,11235,565926.63,Multifamily Housing,39.27,255255,53986,6,45648,9586,31429,84
200,BRIGHTON 15 STREET,11235,1018425.42,Multifamily Housing,55.46,332760,71357,6,62431,13111,42984,115
2857,BRIGHTON 3 STREET,11235,3184401,Senior Care Facility,47.12,282720,56827,6,53619,11260,36917,99
3091,BRIGHTON 3 STREET,11235,543615.85,Multifamily Housing,33.76,219440,46412,6,39656,8328,27303,73
3100,BRIGHTON 3 STREET,11235,808677.62,Multifamily Housing,37.72,245180,51856,7,42923,9014,29553,79
3105,BRIGHTON 3 STREET,11235,1028390.31,Multifamily Housing,39.7,258050,54578,6,46147,9691,31773,85
3115,BRIGHTON 4 STREET,11235,1395371.79,Multifamily Housing,87.66,504045,129165,7,101896,21398,70156,187
3145,BRIGHTON 4 STREET,11235,1452405.38,Multifamily Housing,70.61,423660,102035,7,79485,16692,54726,146
2911,BRIGHTON 5 STREET,11235,22487.15,Multifamily Housing,68.54,411240,97844,7,77994,16379,53699,143
3094,BRIGHTON 5 STREET,11235,563170.85,Multifamily Housing,28.59,185835,39304,6,34283,7199,23604,63
3108,BRIGHTON 5 STREET,11235,16049.65,Multifamily Housing,33.5,217750,46054,6,38941,8178,26811,72
3121,BRIGHTON 5 STREET,11235,586319.39,Multifamily Housing,32.81,213265,45106,7,37737,7925,25982,69
3096,BRIGHTON 6 STREET,11235,657242.1,Multifamily Housing,51.32,307920,62973,6,59027,12396,40640,108
3099,BRIGHTON 6 STREET,11235,209152.55,Multifamily Housing,63.38,380280,87395,6,73673,15471,50724,135
3115,BRIGHTON 6 STREET,11235,621306.75,Multifamily Housing,58.81,352860,78140,6,69081,14507,47562,127
3130,BRIGHTON 6 STREET,11235,943931.22,Multifamily Housing,67.08,402480,94887,7,77974,16375,53686,143
3152,BRIGHTON 6 STREET,11235,1568655.13,Multifamily Housing,95.84,551080,145040,7,105541,22164,72666,194
3161,BRIGHTON 6 STREET,11235,1368982.46,Multifamily Housing,50.29,301740,60887,6,57842,12147,39824,106
3109,BRIGHTON 7 STREET,11235,759205.89,Multifamily Housing,40.99,245940,49434,6,46644,9795,32115,86
3111,BRIGHTON 7 STREET,11235,165192.37,Multifamily Housing,42.71,256260,51508,6,49646,10426,34182,91
3133,BRIGHTON 7 STREET,11235,614670.83,Multifamily Housing,55.28,331680,70992,6,64258,13494,44242,118
1120,BRIGHTON BEACH AVE,11235,1748772.8,Multifamily Housing,100.32,576840,153734,8,109247,22942,75217,201
1150,BRIGHTON BEACH AVE,11235,1625953.27,Multifamily Housing,112.89,649118,178127,8,125699,26397,86544,231
1151,BRIGHTON BEACH AVE,11235,781693.04,Multifamily Housing,44.69,268140,53896,6,51401,10794,35390,94
1159,BRIGHTON BEACH AVE,11235,611937.1,Multifamily Housing,37.46,243490,51498,7,43085,9048,29664,79
1311,BRIGHTWATER AVENUE,11235,1884930.29,Multifamily Housing,120.81,694658,193497,8,137474,28869,94651,253
417,BRIGHTWATER COURT,11235,62853.79,Multifamily Housing,40.73,244380,49120,6,46348,9733,31911,85
500,BRIGHTWATER COURT,11235,2076622.23,Multifamily Housing,60.36,362160,81279,7,67947,14269,46782,125
501,BRIGHTWATER COURT,11235,910597.33,Multifamily Housing,70.01,420060,100820,7,78810,16550,54261,145
601,BRIGHTWATER COURT,11235,620468.99,Multifamily Housing,59.85,359100,80246,6,68105,14302,46891,125
3033,CONEY ISLAND AVENUE,11235,276944.69,Multifamily Housing,53.65,321900,67691,6,63676,13372,43841,117
3250,CONEY ISLAND AVENUE,11235,964831.04,Multifamily Housing,62.09,372540,84782,7,70654,14837,48646,130
3260,CONEY ISLAND AVENUE,11235,884957.57,Multifamily Housing,62,372000,84600,7,70552,14816,48575,130
200,CORBIN PLACE,11235,1075745.61,Multifamily Housing,92.31,530783,138189,7,106172,22296,73100,195
1511,CORBIN PLACE,11235,695470.25,Multifamily Housing,88.09,506518,130000,7,102396,21503,70500,188
2790,COYLE STREET,11235,666832.2,Multifamily Housing,57.69,346140,75872,6,67765,14231,46657,124
2800,COYLE STREET,11235,1448767.75,Multifamily Housing,139.07,799653,228933,7,166760,35020,114815,306
2815,COYLE STREET,11235,883789.12,Multifamily Housing,63.12,378720,86868,6,75688,15894,52112,139
2475,EAST 11 STREET,11235,629794.54,Multifamily Housing,52.36,314160,65079,6,61504,12916,42346,113
2546,EAST 13 STREET,11235,1714777.52,Multifamily Housing,113.32,651590,178962,7,135883,28536,93556,250
2611,EAST 13 STREET,11235,1033593.23,Multifamily Housing,43.06,258360,51930,6,50580,10622,34825,93
2625,EAST 13 STREET,11235,1033593.23,Multifamily Housing,56.49,338940,73442,6,67047,14080,46162,123
2740,EAST 13 STREET,11235,698689,Multifamily Housing,48.39,290340,58358,6,56841,11937,39135,104
2775,EAST 16 STREET,11235,909803.66,Multifamily Housing,73.11,438660,107098,7,86773,18222,59743,159
2615,EAST 17 STREET,11235,232565.64,Multifamily Housing,19.89,139230,30700,7,22633,4753,15583,42
2680,EAST 19 STREET,11235,818377.96,Multifamily Housing,72.16,432960,105174,7,83879,17615,57751,154
2600,EAST 21 STREET,11235,487067.28,Multifamily Housing,44.28,265680,53402,6,50929,10695,35065,94
2717,EAST 28 STREET,11235,3492673.39,Multifamily Housing,194.78,1119985,337045,8,224030,47046,154246,412
2427,EAST 29 STREET,11235,2091767.99,Multifamily Housing,135.63,779873,222257,7,160976,33805,110833,296
2440,EAST 29 STREET,11235,367378.31,Multifamily Housing,84.39,485243,122820,7,98095,20600,67539,180
2514,EAST 7 STREET,11235,1216246.21,Multifamily Housing,52.87,317220,66112,6,62750,13178,43204,115
2531,EAST 7 STREET,11235,1850604.32,Multifamily Housing,81.29,467418,116804,7,96481,20261,66428,177
